,gbifID,county,geo_county,FLAG
15987,1503257081,DeSoto Co.,Desoto,
15988,1503257082,DeSoto Co.,Desoto,
15989,1503257084,DeSoto Co.,Desoto,
15990,1503257086,DeSoto Co.,Desoto,
15991,1503257088,DeSoto Co.,Desoto,
15992,1503257089,DeSoto Co.,Desoto,
15993,1503257090,DeSoto Co.,Desoto,
15994,1503257091,DeSoto Co.,Desoto,
15995,1503257092,DeSoto Co.,Desoto,
15996,1503257093,DeSoto Co.,Desoto,
15997,1503257094,DeSoto Co.,Desoto,
15998,1503257096,DeSoto Co.,Desoto,
15999,1503257097,DeSoto Co.,Desoto,
16000,1503257098,DeSoto Co.,Desoto,
16002,1503257100,DeSoto Co.,Desoto,
16003,1503257101,DeSoto Co.,Desoto,
16004,1503257102,DeSoto Co.,Desoto,
16008,1503257108,DeSoto Co.,Desoto,
16009,1503257109,DeSoto Co.,Desoto,
16010,1503257112,DeSoto Co.,Desoto,
16020,1503257123,DeSoto Co.,Desoto,
16110,1503257335,DeSoto Co.,Desoto,
16122,1503257357,DeSoto Co.,Desoto,
16124,1503257361,DeSoto Co.,Desoto,
16125,1503257362,DeSoto Co.,Desoto,
16126,1503257364,DeSoto Co.,Desoto,
16127,1503257366,DeSoto Co.,Desoto,
16131,1503257373,DeSoto Co.,Desoto,
16132,1503257376,DeSoto Co.,Desoto,
16133,1503257377,DeSoto Co.,Desoto,
16135,1503257380,DeSoto Co.,Desoto,
16136,1503257381,DeSoto Co.,Desoto,
16138,1503257384,DeSoto Co.,Desoto,
16145,1503257393,DeSoto Co.,Desoto,
16306,1503257888,DeSoto Co.,Desoto,
16307,1503257893,DeSoto Co.,Desoto,
16308,1503257896,DeSoto Co.,Desoto,
16310,1503257901,DeSoto Co.,Desoto,
16311,1503257913,DeSoto Co.,Desoto,
16312,1503257922,DeSoto Co.,Desoto,
16373,1503258503,DeSoto Co.,Desoto,
16374,1503258546,DeSoto Co.,Desoto,
16457,1503259156,DeSoto Co.,Desoto,
16500,1503259512,DeSoto Co.,Desoto,
17033,1503260313,DeSoto Co.,Desoto,
17034,1503260314,DeSoto Co.,Desoto,
17039,1503260321,DeSoto Co.,Desoto,
17040,1503260323,DeSoto Co.,Desoto,
17042,1503260325,DeSoto Co.,Desoto,
17043,1503260326,DeSoto Co.,Desoto,
17044,1503260327,DeSoto Co.,Desoto,
17049,1503260332,DeSoto Co.,Desoto,
17059,1503260347,DeSoto Co.,Desoto,
17061,1503260349,DeSoto Co.,Desoto,
17062,1503260350,DeSoto Co.,Desoto,
17064,1503260352,DeSoto Co.,Desoto,
17065,1503260353,DeSoto Co.,Desoto,
17068,1503260356,DeSoto Co.,Desoto,
17070,1503260358,DeSoto Co.,Desoto,
17073,1503260362,DeSoto Co.,Desoto,
17078,1503260368,DeSoto Co.,Desoto,
17081,1503260372,DeSoto Co.,Desoto,
17082,1503260373,DeSoto Co.,Desoto,
17085,1503260379,DeSoto Co.,Desoto,
17104,1503260418,DeSoto Co.,Desoto,
17108,1503260426,DeSoto Co.,Desoto,
17109,1503260429,DeSoto Co.,Desoto,
17110,1503260431,DeSoto Co.,Desoto,
17111,1503260432,DeSoto Co.,Desoto,
17114,1503260439,DeSoto Co.,Desoto,
17115,1503260441,DeSoto Co.,Desoto,
17118,1503260445,DeSoto Co.,Desoto,
17119,1503260446,DeSoto Co.,Desoto,
17120,1503260447,DeSoto Co.,Desoto,
17131,1503260458,DeSoto Co.,Desoto,
17181,1503260528,DeSoto Co.,Desoto,
17198,1503260550,DeSoto Co.,Desoto,
17202,1503260558,DeSoto Co.,Desoto,
17208,1503260565,DeSoto Co.,Desoto,
17311,1503260690,DeSoto Co.,Desoto,
17421,1503260867,DeSoto Co.,Desoto,
17434,1503260882,DeSoto Co.,Desoto,
17448,1503260896,DeSoto Co.,Desoto,
17452,1503260900,DeSoto Co.,Desoto,
17453,1503260901,DeSoto Co.,Desoto,
17462,1503260912,DeSoto Co.,Desoto,
17517,1503260975,DeSoto Co.,Desoto,
17524,1503260991,DeSoto Co.,Desoto,
17533,1503261008,DeSoto Co.,Desoto,
17539,1503261015,DeSoto Co.,Desoto,
17540,1503261016,DeSoto Co.,Desoto,
17545,1503261021,DeSoto Co.,Desoto,
17546,1503261023,DeSoto Co.,Desoto,
17547,1503261024,DeSoto Co.,Desoto,
17548,1503261026,DeSoto Co.,Desoto,
17551,1503261029,DeSoto Co.,Desoto,
17552,1503261030,DeSoto Co.,Desoto,
17553,1503261031,DeSoto Co.,Desoto,
17554,1503261032,DeSoto Co.,Desoto,
17557,1503261035,DeSoto Co.,Desoto,
17559,1503261037,DeSoto Co.,Desoto,
17560,1503261038,DeSoto Co.,Desoto,
17564,1503261042,DeSoto Co.,Desoto,
17566,1503261044,DeSoto Co.,Desoto,
17573,1503261052,DeSoto Co.,Desoto,
17579,1503261059,DeSoto Co.,Desoto,
17583,1503261063,DeSoto Co.,Desoto,
17587,1503261067,DeSoto Co.,Desoto,
17589,1503261069,DeSoto Co.,Desoto,
17590,1503261070,DeSoto Co.,Desoto,
17596,1503261076,DeSoto Co.,Desoto,
17601,1503261084,DeSoto Co.,Desoto,
17602,1503261085,DeSoto Co.,Desoto,
17603,1503261086,DeSoto Co.,Desoto,
17604,1503261087,DeSoto Co.,Desoto,
17607,1503261094,DeSoto Co.,Desoto,
17624,1503261152,DeSoto Co.,Desoto,
17643,1503261184,DeSoto Co.,Desoto,
17703,1503261464,DeSoto Co.,Desoto,
17726,1503261503,DeSoto Co.,Desoto,
17732,1503261512,DeSoto Co.,Desoto,
17734,1503261514,DeSoto Co.,Desoto,
17752,1503261534,DeSoto Co.,Desoto,
17843,1503261664,DeSoto Co.,Desoto,
18203,1503262257,DeSoto Co.,Desoto,
18213,1503262279,DeSoto Co.,Desoto,
18524,1503262978,DeSoto Co.,Desoto,
19024,1503264828,DeSoto Co.,Desoto,
19036,1503264844,DeSoto Co.,Desoto,
19040,1503264854,DeSoto Co.,Desoto,
19048,1503264873,DeSoto Co.,Desoto,
20619,1503267900,DeSoto Co.,Desoto,
20913,1503268441,DeSoto Co.,Desoto,
21555,1503269275,DeSoto Co.,Desoto,
21570,1503269298,DeSoto Co.,Desoto,
23182,1503272293,DeSoto Co.,Desoto,
23188,1503272307,DeSoto Co.,Desoto,
24847,1503275880,DeSoto Co.,Desoto,
25750,1503278200,DeSoto Co.,Desoto,
26482,1503282287,DeSoto Co.,Desoto,
26525,1503282480,DeSoto Co.,Desoto,
27027,1837911994,DeSoto Co.,Desoto,
32550,1803779906,DeSoto Co.,Desoto,
15045,1503254030,DeSoto Co.,Glades,FLAG
17720,1503261495,DeSoto Co.,Glades,FLAG
11814,1503245283,DeSoto Co.,Polk,FLAG
1586,415906817,Desoto County,Desoto,
3313,415980435,Desoto County,Desoto,
3474,415986116,Desoto County,Desoto,
27783,1977966467,Desoto County,Desoto,
3009,415968413,DeSoto County,Highlands,FLAG
3389,415981802,DeSoto County,Highlands,FLAG
3415,415983649,DeSoto County,Highlands,FLAG
5641,699266161,DeSoto County,Highlands,FLAG
5108,1258121944,Dixie,Gilchrist,FLAG
5215,1258123367,Dixie,Gilchrist,FLAG
355,1457744029,Dixie,Taylor,FLAG
443,1457769978,Dixie,Taylor,FLAG
459,1457773949,Dixie,Taylor,FLAG
491,1457784082,Dixie,Taylor,FLAG
658,1457823824,Dixie,Taylor,FLAG
4793,1258118055,Dixie,Taylor,FLAG
5030,1258120742,Dixie,Taylor,FLAG
5113,1258122143,Dixie,Taylor,FLAG
5115,1258122160,Dixie,Taylor,FLAG
9901,1503239105,Dixie Co.,Clay,FLAG
876,1927977127,Dixie Co.,Dixie,
909,1928014335,Dixie Co.,Dixie,
1996,415935439,Dixie Co.,Dixie,
1999,415935442,Dixie Co.,Dixie,
3410,415983418,Dixie Co.,Dixie,
6659,1928935436,Dixie Co.,Dixie,
6767,1929892935,Dixie Co.,Dixie,
6911,1930045960,Dixie Co.,Dixie,
6972,1930911960,Dixie Co.,Dixie,
7010,1930964933,Dixie Co.,Dixie,
7018,1930978262,Dixie Co.,Dixie,
8578,1503235030,Dixie Co.,Dixie,
8609,1503235091,Dixie Co.,Dixie,
8642,1503235174,Dixie Co.,Dixie,
8653,1503235190,Dixie Co.,Dixie,
8670,1503235212,Dixie Co.,Dixie,
8671,1503235213,Dixie Co.,Dixie,
8680,1503235225,Dixie Co.,Dixie,
9094,1503237052,Dixie Co.,Dixie,
9222,1503237329,Dixie Co.,Dixie,
9453,1503237905,Dixie Co.,Dixie,
9515,1503238361,Dixie Co.,Dixie,
9584,1503238638,Dixie Co.,Dixie,
9610,1503238691,Dixie Co.,Dixie,
9673,1503238769,Dixie Co.,Dixie,
9747,1503238863,Dixie Co.,Dixie,
9816,1503238960,Dixie Co.,Dixie,
9898,1503239101,Dixie Co.,Dixie,
9963,1503239452,Dixie Co.,Dixie,
10019,1503239563,Dixie Co.,Dixie,
10043,1503239605,Dixie Co.,Dixie,
10094,1503239731,Dixie Co.,Dixie,
10099,1503239738,Dixie Co.,Dixie,
10103,1503239744,Dixie Co.,Dixie,
10111,1503239756,Dixie Co.,Dixie,
10315,1503240105,Dixie Co.,Dixie,
10459,1503240814,Dixie Co.,Dixie,
10985,1503242805,Dixie Co.,Dixie,
11974,1503245633,Dixie Co.,Dixie,
11986,1503245651,Dixie Co.,Dixie,
12305,1503246728,Dixie Co.,Dixie,
12334,1503246824,Dixie Co.,Dixie,
12450,1503247030,Dixie Co.,Dixie,
12698,1503247528,Dixie Co.,Dixie,
13095,1503248739,Dixie Co.,Dixie,
13111,1503248775,Dixie Co.,Dixie,
13577,1503250461,Dixie Co.,Dixie,
13606,1503250570,Dixie Co.,Dixie,
13639,1503250733,Dixie Co.,Dixie,
13699,1503250846,Dixie Co.,Dixie,
15251,1503254969,Dixie Co.,Dixie,
15811,1503256748,Dixie Co.,Dixie,
16222,1503257609,Dixie Co.,Dixie,
16223,1503257610,Dixie Co.,Dixie,
16226,1503257613,Dixie Co.,Dixie,
16250,1503257647,Dixie Co.,Dixie,
16274,1503257714,Dixie Co.,Dixie,
18586,1503263065,Dixie Co.,Dixie,
20391,1503267415,Dixie Co.,Dixie,
20948,1503268503,Dixie Co.,Dixie,
22578,1503271286,Dixie Co.,Dixie,
22703,1503271448,Dixie Co.,Dixie,
22717,1503271468,Dixie Co.,Dixie,
22719,1503271470,Dixie Co.,Dixie,
22726,1503271479,Dixie Co.,Dixie,
22777,1503271547,Dixie Co.,Dixie,
22779,1503271550,Dixie Co.,Dixie,
22795,1503271570,Dixie Co.,Dixie,
23281,1503272571,Dixie Co.,Dixie,
23287,1503272591,Dixie Co.,Dixie,
23288,1503272594,Dixie Co.,Dixie,
23290,1503272596,Dixie Co.,Dixie,
23291,1503272598,Dixie Co.,Dixie,
23292,1503272601,Dixie Co.,Dixie,
23293,1503272602,Dixie Co.,Dixie,
23295,1503272606,Dixie Co.,Dixie,
23296,1503272607,Dixie Co.,Dixie,
23299,1503272610,Dixie Co.,Dixie,
23301,1503272612,Dixie Co.,Dixie,
23305,1503272618,Dixie Co.,Dixie,
23376,1503272741,Dixie Co.,Dixie,
23387,1503272753,Dixie Co.,Dixie,
24260,1503274853,Dixie Co.,Dixie,
24278,1503274876,Dixie Co.,Dixie,
24280,1503274878,Dixie Co.,Dixie,
24289,1503274890,Dixie Co.,Dixie,
24302,1503274905,Dixie Co.,Dixie,
24305,1503274908,Dixie Co.,Dixie,
24315,1503274918,Dixie Co.,Dixie,
24320,1503274923,Dixie Co.,Dixie,
24329,1503274932,Dixie Co.,Dixie,
24330,1503274933,Dixie Co.,Dixie,
24331,1503274934,Dixie Co.,Dixie,
24336,1503274941,Dixie Co.,Dixie,
24339,1503274944,Dixie Co.,Dixie,
24340,1503274945,Dixie Co.,Dixie,
24342,1503274947,Dixie Co.,Dixie,
24343,1503274948,Dixie Co.,Dixie,
24346,1503274952,Dixie Co.,Dixie,
24348,1503274955,Dixie Co.,Dixie,
24350,1503274957,Dixie Co.,Dixie,
24352,1503274960,Dixie Co.,Dixie,
24355,1503274964,Dixie Co.,Dixie,
24356,1503274965,Dixie Co.,Dixie,
24358,1503274967,Dixie Co.,Dixie,
24359,1503274968,Dixie Co.,Dixie,
24360,1503274969,Dixie Co.,Dixie,
24361,1503274970,Dixie Co.,Dixie,
24363,1503274974,Dixie Co.,Dixie,
24364,1503274975,Dixie Co.,Dixie,
24366,1503274978,Dixie Co.,Dixie,
24367,1503274980,Dixie Co.,Dixie,
24369,1503274983,Dixie Co.,Dixie,
24370,1503274984,Dixie Co.,Dixie,
24371,1503274985,Dixie Co.,Dixie,
24372,1503274986,Dixie Co.,Dixie,
24375,1503274989,Dixie Co.,Dixie,
24376,1503274990,Dixie Co.,Dixie,
24377,1503274991,Dixie Co.,Dixie,
24378,1503274992,Dixie Co.,Dixie,
24379,1503274993,Dixie Co.,Dixie,
24380,1503274994,Dixie Co.,Dixie,
24385,1503275002,Dixie Co.,Dixie,
24386,1503275006,Dixie Co.,Dixie,
24387,1503275007,Dixie Co.,Dixie,
24388,1503275009,Dixie Co.,Dixie,
24389,1503275010,Dixie Co.,Dixie,
24390,1503275014,Dixie Co.,Dixie,
24391,1503275018,Dixie Co.,Dixie,
24397,1503275024,Dixie Co.,Dixie,
24398,1503275026,Dixie Co.,Dixie,
24401,1503275033,Dixie Co.,Dixie,
24407,1503275044,Dixie Co.,Dixie,
24409,1503275047,Dixie Co.,Dixie,
24769,1503275709,Dixie Co.,Dixie,
25536,1503277764,Dixie Co.,Dixie,
25557,1503277803,Dixie Co.,Dixie,
27817,1981501080,Dixie Co.,Dixie,
31126,1930487430,Dixie Co.,Dixie,
31504,1929075941,Dixie Co.,Dixie,
32043,1929769067,Dixie Co.,Dixie,
20000,1503266818,Dixie Co.,Marion,FLAG
7397,1503228543,Dixie Co.,Taylor,FLAG
7546,1503228762,Dixie Co.,Taylor,FLAG
14426,1503252911,Dixie Co.,Taylor,FLAG
14828,1503253684,Dixie Co.,Taylor,FLAG
14956,1503253895,Dixie Co.,Taylor,FLAG
15146,1503254584,Dixie Co.,Taylor,FLAG
15530,1503256326,Dixie Co.,Taylor,FLAG
15567,1503256368,Dixie Co.,Taylor,FLAG
16022,1503257125,Dixie Co.,Taylor,FLAG
16024,1503257129,Dixie Co.,Taylor,FLAG
16049,1503257199,Dixie Co.,Taylor,FLAG
16054,1503257212,Dixie Co.,Taylor,FLAG
17684,1503261275,Dixie Co.,Taylor,FLAG
17898,1503261779,Dixie Co.,Taylor,FLAG
31602,1929195155,Dixie Co.,Taylor,FLAG
3674,415989449,Dixie County,Dixie,
27366,1849119440,Dixie County,Dixie,
27401,1849128432,Dixie County,Dixie,
27412,1849130778,Dixie County,Dixie,
27533,1849157007,Dixie County,Dixie,
27623,1849175609,Dixie County,Dixie,
28859,1212007568,Dixie County,Dixie,
28880,1212007778,Dixie County,Dixie,
32220,1846514547,Dixie County,Dixie,
32404,606650419,Dixie County,Dixie,
3106,415973099,Dixie County,Manatee,FLAG
32206,1846504785,Dona Ana County,Baker,FLAG
4253,1259210447,Durham,Sarasota,FLAG
160,1986868303,Duval,Clay,FLAG
29634,1260175812,Duval,Escambia,FLAG
3154,415974633,Duval,Polk,FLAG
442,1457769536,Duval,Saint Johns,FLAG
30710,1304438299,Duval,Saint Johns,FLAG
21126,1503268748,Duval Co.,Bradford,FLAG
21134,1503268760,Duval Co.,Bradford,FLAG
21135,1503268761,Duval Co.,Bradford,FLAG
21138,1503268764,Duval Co.,Bradford,FLAG
21151,1503268782,Duval Co.,Bradford,FLAG
21157,1503268788,Duval Co.,Bradford,FLAG
21176,1503268811,Duval Co.,Bradford,FLAG
21199,1503268834,Duval Co.,Bradford,FLAG
21293,1503268944,Duval Co.,Bradford,FLAG
31184,1930565790,Duval Co.,Bradford,FLAG
17,1563182912,Duval Co.,Duval,
19,1563182915,Duval Co.,Duval,
227,1699898335,Duval Co.,Duval,
228,1699898338,Duval Co.,Duval,
229,1699898339,Duval Co.,Duval,
232,1699898347,Duval Co.,Duval,
233,1699898349,Duval Co.,Duval,
234,1699898352,Duval Co.,Duval,
235,1699898353,Duval Co.,Duval,
736,1927797216,Duval Co.,Duval,
771,1927835619,Duval Co.,Duval,
773,1927836362,Duval Co.,Duval,
781,1927844025,Duval Co.,Duval,
803,1927872593,Duval Co.,Duval,
939,1928050339,Duval Co.,Duval,
956,1928067480,Duval Co.,Duval,
1032,1928182808,Duval Co.,Duval,
1048,1928207565,Duval Co.,Duval,
1062,1928223511,Duval Co.,Duval,
1078,1928238692,Duval Co.,Duval,
1084,1928247074,Duval Co.,Duval,
1096,1928266552,Duval Co.,Duval,
1104,1928279648,Duval Co.,Duval,
1115,1928289515,Duval Co.,Duval,
1147,1928325330,Duval Co.,Duval,
4147,1571030848,Duval Co.,Duval,
6039,1931202164,Duval Co.,Duval,
6052,1931218733,Duval Co.,Duval,
6105,1931285025,Duval Co.,Duval,
6136,1931333234,Duval Co.,Duval,
6145,1931345864,Duval Co.,Duval,
6191,1880453532,Duval Co.,Duval,
6226,1928345685,Duval Co.,Duval,
6235,1928352661,Duval Co.,Duval,
6254,1928370444,Duval Co.,Duval,
6267,1928383230,Duval Co.,Duval,
6288,1928421729,Duval Co.,Duval,
6359,1928517067,Duval Co.,Duval,
6401,1928587784,Duval Co.,Duval,
6464,1928684429,Duval Co.,Duval,
6476,1928698458,Duval Co.,Duval,
6504,1928747231,Duval Co.,Duval,
6514,1928757688,Duval Co.,Duval,
6531,1928777625,Duval Co.,Duval,
6542,1928793164,Duval Co.,Duval,
6613,1928888907,Duval Co.,Duval,
6635,1928910608,Duval Co.,Duval,
6637,1928916194,Duval Co.,Duval,
6667,1928944613,Duval Co.,Duval,
6675,1928952606,Duval Co.,Duval,
6682,1928960514,Duval Co.,Duval,
6755,1929879948,Duval Co.,Duval,
6762,1929888311,Duval Co.,Duval,
6776,1929899011,Duval Co.,Duval,
6811,1929926075,Duval Co.,Duval,
6831,1929943636,Duval Co.,Duval,
6880,1930002189,Duval Co.,Duval,
6900,1930028318,Duval Co.,Duval,
6925,1930062978,Duval Co.,Duval,
6927,1930067209,Duval Co.,Duval,
7096,1931056878,Duval Co.,Duval,
7105,1931066723,Duval Co.,Duval,
7160,1931144206,Duval Co.,Duval,
7181,1931166931,Duval Co.,Duval,
7194,1931185663,Duval Co.,Duval,
8234,1503234266,Duval Co.,Duval,
8247,1503234286,Duval Co.,Duval,
8264,1503234307,Duval Co.,Duval,
8293,1503234343,Duval Co.,Duval,
8294,1503234344,Duval Co.,Duval,
8300,1503234361,Duval Co.,Duval,
8570,1503235019,Duval Co.,Duval,
8605,1503235083,Duval Co.,Duval,
8634,1503235161,Duval Co.,Duval,
8695,1503235242,Duval Co.,Duval,
8700,1503235253,Duval Co.,Duval,
8704,1503235268,Duval Co.,Duval,
8706,1503235279,Duval Co.,Duval,
8730,1503235409,Duval Co.,Duval,
8736,1503235418,Duval Co.,Duval,
8776,1503235510,Duval Co.,Duval,
8777,1503235512,Duval Co.,Duval,
8778,1503235513,Duval Co.,Duval,
8779,1503235514,Duval Co.,Duval,
8782,1503235517,Duval Co.,Duval,
8784,1503235524,Duval Co.,Duval,
8785,1503235526,Duval Co.,Duval,
8788,1503235535,Duval Co.,Duval,
8794,1503235544,Duval Co.,Duval,
8796,1503235551,Duval Co.,Duval,
8809,1503235590,Duval Co.,Duval,
8975,1503236314,Duval Co.,Duval,
8982,1503236344,Duval Co.,Duval,
9082,1503237012,Duval Co.,Duval,
9099,1503237064,Duval Co.,Duval,
9106,1503237074,Duval Co.,Duval,
9110,1503237081,Duval Co.,Duval,
9117,1503237098,Duval Co.,Duval,
9137,1503237150,Duval Co.,Duval,
9146,1503237223,Duval Co.,Duval,
9152,1503237233,Duval Co.,Duval,
9162,1503237249,Duval Co.,Duval,
9163,1503237250,Duval Co.,Duval,
9165,1503237252,Duval Co.,Duval,
9167,1503237255,Duval Co.,Duval,
9183,1503237276,Duval Co.,Duval,
9186,1503237282,Duval Co.,Duval,
9189,1503237285,Duval Co.,Duval,
9195,1503237293,Duval Co.,Duval,
9207,1503237311,Duval Co.,Duval,
9220,1503237327,Duval Co.,Duval,
9225,1503237335,Duval Co.,Duval,
9233,1503237345,Duval Co.,Duval,
9236,1503237348,Duval Co.,Duval,
9293,1503237534,Duval Co.,Duval,
9300,1503237546,Duval Co.,Duval,
9317,1503237590,Duval Co.,Duval,
9343,1503237675,Duval Co.,Duval,
9398,1503237786,Duval Co.,Duval,
9419,1503237831,Duval Co.,Duval,
9463,1503237921,Duval Co.,Duval,
9487,1503237972,Duval Co.,Duval,
9504,1503238318,Duval Co.,Duval,
9529,1503238395,Duval Co.,Duval,
9530,1503238396,Duval Co.,Duval,
9537,1503238416,Duval Co.,Duval,
9562,1503238589,Duval Co.,Duval,
9764,1503238886,Duval Co.,Duval,
9766,1503238888,Duval Co.,Duval,
9809,1503238951,Duval Co.,Duval,
9814,1503238957,Duval Co.,Duval,
9840,1503239007,Duval Co.,Duval,
9881,1503239076,Duval Co.,Duval,
9884,1503239079,Duval Co.,Duval,
9889,1503239088,Duval Co.,Duval,
9892,1503239094,Duval Co.,Duval,
9909,1503239114,Duval Co.,Duval,
9926,1503239332,Duval Co.,Duval,
9929,1503239343,Duval Co.,Duval,
9934,1503239352,Duval Co.,Duval,
9940,1503239413,Duval Co.,Duval,
9942,1503239420,Duval Co.,Duval,
9989,1503239518,Duval Co.,Duval,
10026,1503239574,Duval Co.,Duval,
10035,1503239589,Duval Co.,Duval,
10042,1503239604,Duval Co.,Duval,
10059,1503239651,Duval Co.,Duval,
10062,1503239655,Duval Co.,Duval,
10066,1503239668,Duval Co.,Duval,
10069,1503239673,Duval Co.,Duval,
10086,1503239720,Duval Co.,Duval,
10088,1503239722,Duval Co.,Duval,
10102,1503239743,Duval Co.,Duval,
10106,1503239748,Duval Co.,Duval,
10123,1503239772,Duval Co.,Duval,
10128,1503239779,Duval Co.,Duval,
10132,1503239785,Duval Co.,Duval,
10133,1503239786,Duval Co.,Duval,
10136,1503239790,Duval Co.,Duval,
10137,1503239791,Duval Co.,Duval,
10139,1503239795,Duval Co.,Duval,
10146,1503239806,Duval Co.,Duval,
10157,1503239820,Duval Co.,Duval,
10193,1503239906,Duval Co.,Duval,
10214,1503239935,Duval Co.,Duval,
10232,1503239958,Duval Co.,Duval,
10253,1503239991,Duval Co.,Duval,
10261,1503240005,Duval Co.,Duval,
10263,1503240011,Duval Co.,Duval,
10265,1503240013,Duval Co.,Duval,
10280,1503240035,Duval Co.,Duval,
10286,1503240048,Duval Co.,Duval,
10293,1503240066,Duval Co.,Duval,
10322,1503240115,Duval Co.,Duval,
10324,1503240121,Duval Co.,Duval,
10325,1503240122,Duval Co.,Duval,
10328,1503240125,Duval Co.,Duval,
10333,1503240130,Duval Co.,Duval,
10349,1503240199,Duval Co.,Duval,
10350,1503240203,Duval Co.,Duval,
10372,1503240275,Duval Co.,Duval,
10375,1503240279,Duval Co.,Duval,
10377,1503240282,Duval Co.,Duval,
10380,1503240286,Duval Co.,Duval,
10390,1503240302,Duval Co.,Duval,
10408,1503240401,Duval Co.,Duval,
10424,1503240500,Duval Co.,Duval,
10425,1503240518,Duval Co.,Duval,
10439,1503240641,Duval Co.,Duval,
10447,1503240752,Duval Co.,Duval,
10450,1503240787,Duval Co.,Duval,
10467,1503240831,Duval Co.,Duval,
10470,1503240836,Duval Co.,Duval,
10954,1503242715,Duval Co.,Duval,
10972,1503242740,Duval Co.,Duval,
11063,1503243091,Duval Co.,Duval,
11064,1503243103,Duval Co.,Duval,
11552,1503244515,Duval Co.,Duval,
11604,1503244579,Duval Co.,Duval,
11757,1503245194,Duval Co.,Duval,
11766,1503245215,Duval Co.,Duval,
11938,1503245591,Duval Co.,Duval,
11956,1503245613,Duval Co.,Duval,
12151,1503246159,Duval Co.,Duval,
12281,1503246632,Duval Co.,Duval,
12418,1503246986,Duval Co.,Duval,
12466,1503247054,Duval Co.,Duval,
12483,1503247090,Duval Co.,Duval,
12524,1503247188,Duval Co.,Duval,
12593,1503247342,Duval Co.,Duval,
12691,1503247516,Duval Co.,Duval,
12773,1503247692,Duval Co.,Duval,
12779,1503247707,Duval Co.,Duval,
12788,1503247724,Duval Co.,Duval,
12792,1503247733,Duval Co.,Duval,
12810,1503247793,Duval Co.,Duval,
12885,1503248011,Duval Co.,Duval,
12888,1503248025,Duval Co.,Duval,
12935,1503248250,Duval Co.,Duval,
12956,1503248297,Duval Co.,Duval,
13039,1503248525,Duval Co.,Duval,
13055,1503248601,Duval Co.,Duval,
13087,1503248705,Duval Co.,Duval,
13094,1503248734,Duval Co.,Duval,
13096,1503248745,Duval Co.,Duval,
13100,1503248758,Duval Co.,Duval,
13121,1503248794,Duval Co.,Duval,
13174,1503248864,Duval Co.,Duval,
13213,1503248926,Duval Co.,Duval,
13786,1503251350,Duval Co.,Duval,
14287,1503252698,Duval Co.,Duval,
14298,1503252722,Duval Co.,Duval,
14376,1503252820,Duval Co.,Duval,
14954,1503253893,Duval Co.,Duval,
15349,1503255487,Duval Co.,Duval,
15566,1503256367,Duval Co.,Duval,
15690,1503256517,Duval Co.,Duval,
15694,1503256523,Duval Co.,Duval,
15790,1503256700,Duval Co.,Duval,
15849,1503256845,Duval Co.,Duval,
16337,1503258356,Duval Co.,Duval,
16412,1503258660,Duval Co.,Duval,
16416,1503258668,Duval Co.,Duval,
16459,1503259350,Duval Co.,Duval,
16461,1503259356,Duval Co.,Duval,
16462,1503259363,Duval Co.,Duval,
16464,1503259365,Duval Co.,Duval,
16466,1503259369,Duval Co.,Duval,
16467,1503259378,Duval Co.,Duval,
16469,1503259384,Duval Co.,Duval,
16470,1503259387,Duval Co.,Duval,
16471,1503259407,Duval Co.,Duval,
16472,1503259408,Duval Co.,Duval,
17655,1503261232,Duval Co.,Duval,
17658,1503261239,Duval Co.,Duval,
17673,1503261259,Duval Co.,Duval,
17817,1503261624,Duval Co.,Duval,
17826,1503261640,Duval Co.,Duval,
17857,1503261689,Duval Co.,Duval,
18862,1503263900,Duval Co.,Duval,
19419,1503266010,Duval Co.,Duval,
19430,1503266027,Duval Co.,Duval,
19433,1503266030,Duval Co.,Duval,
19436,1503266037,Duval Co.,Duval,
19438,1503266039,Duval Co.,Duval,
19442,1503266047,Duval Co.,Duval,
19445,1503266051,Duval Co.,Duval,
19448,1503266054,Duval Co.,Duval,
19449,1503266055,Duval Co.,Duval,
19451,1503266057,Duval Co.,Duval,
19454,1503266061,Duval Co.,Duval,
19455,1503266062,Duval Co.,Duval,
19464,1503266071,Duval Co.,Duval,
19465,1503266074,Duval Co.,Duval,
19467,1503266077,Duval Co.,Duval,
19468,1503266079,Duval Co.,Duval,
19472,1503266083,Duval Co.,Duval,
19482,1503266098,Duval Co.,Duval,
20811,1503268263,Duval Co.,Duval,
20870,1503268363,Duval Co.,Duval,
20900,1503268413,Duval Co.,Duval,
20918,1503268449,Duval Co.,Duval,
20935,1503268483,Duval Co.,Duval,
20938,1503268486,Duval Co.,Duval,
20944,1503268497,Duval Co.,Duval,
20954,1503268512,Duval Co.,Duval,
20956,1503268516,Duval Co.,Duval,
20960,1503268523,Duval Co.,Duval,
20964,1503268527,Duval Co.,Duval,
21105,1503268726,Duval Co.,Duval,
21133,1503268758,Duval Co.,Duval,
21140,1503268766,Duval Co.,Duval,
21144,1503268773,Duval Co.,Duval,
21150,1503268781,Duval Co.,Duval,
21152,1503268783,Duval Co.,Duval,
21153,1503268784,Duval Co.,Duval,
21154,1503268785,Duval Co.,Duval,
21163,1503268795,Duval Co.,Duval,
21166,1503268798,Duval Co.,Duval,
21167,1503268799,Duval Co.,Duval,
21172,1503268807,Duval Co.,Duval,
21181,1503268816,Duval Co.,Duval,
